"wp_id","slug","name","developer","community","completion_date","project_price","project_status","amenities_title","amenities_content","amenities_count","types_count","types_title","payment_count","payment_title","payments_accept_title","overview_content","archive_name","view_count"
"237682","sama-yas-in-yas-park-island-abu-dhabi","Sama Yas in Yas Park Island, Abu Dhabi","Aldar Properties","Akoya Damac Hills",NULL,NULL,"New Launch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>1, 2 &amp; 3 Bedroom Apartments</li>
 	<li>50/50 Payment Plan</li>
 	<li>Starting From AED 1,900,000</li>
 	<li>Located at Yas Island</li>
 	<li>Developed By Aldar Properties</li>
</ul>",NULL,"2823"
"237843","cello-by-taraf-at-jvc","Cello by Taraf at JVC","Taraf Holding","JVC",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio to 4 Bedroom Apartments &amp; Penthouses</li>
 	<li>10% Down Payment</li>
 	<li>Starting From AED 588,000</li>
 	<li>Located at JVC</li>
 	<li>Developed by Taraf Holding</li>
</ul>","Cello at JVC by Taraf Holding","13287"
"240140","ellington-art-bay-at-al-jaddaf-dubai","Art Bay by Ellington at Al Jaddaf Dubai","Ellington","Al Jaddaf",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio,  1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>20% Down Payment</li>
 	<li>Starting From AED 1,814,828</li>
 	<li>Located at Al Jaddaf</li>
 	<li>Developed by Ellington Properties</li>
</ul>","Art Bay by Ellington at Al Jaddaf Dubai","13170"
"240459","forum-heights-at-jvt-dubai","Forum Heights at JVT Dubai","Select Developer","JVT",NULL,,"Under Construction",,,,,,,,,"<ul class=""live"">
 	<li>Located at Jumeirah Village Triangle(JVT)</li>
</ul>","Forum Heights at JVT Dubai","12743"
"240606","vincitore-aqua-dimore-phase-2-dubai","Vincitore Aqua Dimore Phase 2 Dubai","Vincitore Real Estate Development LLC","Dubai Science Park",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>50/50 Payment Plan</li>
 	<li>Located at Dubai Science Park</li>
 	<li>Developed by Vincitore Real Estate</li>
</ul>","Aqua Dimore Phase 2 at Dubai Science Park","13005"
"240617","farm-gardens-2-at-the-valley-dubai","Farm Gardens 2 at The Valley Dubai","Emaar Properties","The Valley Dubai",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>4 &amp; 5 Bedroom Villa</li>
 	<li>Starting Price AED 7,200,000</li>
 	<li>Located at The Valley Dubai</li>
 	<li>Developed by Emaar Properties</li>
</ul>","Farm Gardens 2 at The Valley","13305"
"240619","verdana-townhouses-phase-3","Verdana Phase 3 at DIP, Dubai - Reportage Properties","Reportage Properties","Dubai Investment Park",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>2 to 5 Bedroom Townhouse</li>
 	<li>Starting From AED 15,45,368</li>
 	<li>Located at Dubai Investment Park</li>
 	<li>Developed By Reportage Properties</li>
</ul>","Verdana Townhouse Phase 3 at DIP","9057"
"240691","rixos-at-difc-dubai","Rixos at Downtown Dubai","Select Developer","Downtown dubai",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1 to 5 Bedroom Duplex Penthouses</li>
 	<li>10% Down Payment</li>
 	<li>Starting From AED 2.4M</li>
 	<li>Located at Downtown Dubai</li>
 	<li>Developed by East &amp; West Properties</li>
</ul>","Rixos at Downtown Dubai","13944"
"241224","gateway-by-premier-choice-at-jvc","Gateway by Premier Choice at JVC","Select Developer","JVC",,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>2 Bedroom Apartment</li>
 	<li>10% Down Payment</li>
 	<li>Starting From AED 2.13M</li>
 	<li>Located at JVC</li>
 	<li>Developed by Premier Choice</li>
</ul>","Gateway at Jumeirah Village Circle","13349"
"241379","binghatti-galaxy-at-jvc","Binghatti Galaxy at JVC","Binghatti Developers","JVC",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>Studio, 1 &amp; 2 Bedroom Apartment</li>
 	<li>20% Down Payment</li>
 	<li>Starting From AED 599,999</li>
 	<li>Located at JVC Dubai</li>
 	<li>Developed by Binghatti Developers</li>
</ul>","Binghatti Galaxy at JVC","13697"
"241548","palladium-grandala-at-jumeirah-garden-city-dubai","Palladium Grandala at Jumeirah Garden City Dubai","Select Developer","Jumeirah Garden City",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio &amp;  1 Bedroom Apartment</li>
 	<li>20% Down Payment</li>
 	<li>Starting From AED 848,000</li>
 	<li>Located at Jumeirah Garden City</li>
 	<li>Developed by Palladium Developers</li>
</ul>","Palladium Grandala at Jumeirah Garden City Dubai","13883"
"241585","bab-al-bahr-residences-al-hamra","Bab Al Bahr Residences, Al Hamra","Select Developer","Akoya Damac Hills",NULL,NULL,"Ready to Move",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>Studio, 1, 2 &amp; 3 Bedroom Apartments</li>
 	<li>Starting From AED 439,376</li>
 	<li>Located at Al Harma Village</li>
 	<li>Developed Al Hamra Group</li>
</ul>",NULL,"3021"
"241612","bermuda-villas-at-mina-al-arab","Bermuda Villas at Mina Al Arab","Select Developer","Akoya Damac Hills",NULL,NULL,"Under Construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>2 to 6 Bedroom Villas</li>
 	<li>Located at Ras al Khaimah</li>
 	<li>Developed By RAK Properties</li>
</ul>",NULL,"2710"
"241909","the-heart-of-europe-at-the-world-islands","The Heart of Europe at The World Islands","Kleindienst Group","The world Islands Dubai",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1 - 7 Bedroom Villa</li>
 	<li>Located at The World Islands Dubai</li>
 	<li>Developed by Kleindienst Group</li>
</ul>","The Heart of Europe at The World Islands","13659"
"241955","nesba-2-at-aljada-sharjah","Nesba 2 at Aljada Sharjah","ARADA Developer","Akoya Damac Hills",NULL,NULL,"New Launch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>1 , 2 &amp; 3 Bedroom Apartment</li>
 	<li>45/55 Payment Plan</li>
 	<li>Starting Price AED 888,000</li>
 	<li>Located at Aljada Sharjah</li>
 	<li>Developed By ARADA Developers</li>
</ul>","Nesba 2 at Aljada Sharjah","1774"
"242094","damac-the-sapphire-at-sheikh-zayed-road-dubai","Damac The Sapphire at Sheikh Zayed Road Dubai","Damac Properties","Sheikh Zayed Road",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1, 2 &amp; 3 Bedroom Apartments</li>
 	<li>4 &amp; 5 Bedroom Penthouse</li>
 	<li>Starting From AED 2.16 M</li>
 	<li>Located at Sheikh Zayed Road</li>
 	<li>Developed by Damac Properties</li>
</ul>","Damac The Sapphire at Sheikh Zayed Road","13924"
"242148","kempinski-dubai-marina-residences","Kempinski Dubai Marina Residences","Select Developer","Dubai Marina",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1 to 5 Bedroom Apartment</li>
 	<li>10% Down Payment</li>
 	<li>Starting Price AED 2.2 M</li>
 	<li>Located at Dubai Marina</li>
 	<li>Developed by ABA Group Dubai</li>
</ul>","Kempinski Residences at Dubai Marina","13415"
"242177","pixel-towers-at-al-reem-island-abu-dhabi","Pixel Towers at Al Reem Island Abu Dhabi","Select Developer","Akoya Damac Hills",NULL,NULL,"Under Construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>Studio, 1, 2, 3 &amp; 4 Bedroom Apartment</li>
 	<li>5% Down Payment</li>
 	<li>Starting From AED 750,000</li>
 	<li>Located at Al Reem Island</li>
 	<li>Developed By IMKAN Properties</li>
</ul>",NULL,"3569"
"242224","altissima-villas-at-al-barari","Altissima Villas at Al Barari","Al Barari","Al Barari Dubai",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>7 Bedroom Villas</li>
 	<li>20% Down Payment</li>
 	<li>Starting From AED 40M</li>
 	<li>Located at Al Barari</li>
 	<li>Developed by Al Barari Dubai</li>
</ul>","Altissima Villas at Al Barari Dubai","12711"
"242290","binghatti-phantom-at-jvc","Binghatti Phantom at JVC","Binghatti Developers","JVC",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>Staring From AED 999,999</li>
 	<li>Located at JVC</li>
 	<li>Developed by Binghatti Developers</li>
</ul>","Binghatti Phantom at JVC","14062"
"242305","equiti-home-at-al-furjan","Equiti Home at Al Furjan","Select Developer","Al Furjan",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1 to 4 Bedroom Apartment</li>
 	<li>10% Down Payment</li>
 	<li>Starting From AED 880,000</li>
 	<li>Located at Al Furjan</li>
 	<li>Developed by BNH Developer</li>
</ul>","Equiti Home at Al Furjan","14822"
"242326","madain-tower-at-dubai-marina","Mada'in Tower at Dubai Marina","Select Developer","Dubai Marina",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1 to 5 Bedroom Apartment &amp; Mansions</li>
 	<li>10% Down Payment</li>
 	<li>Starting From AED 1800000</li>
 	<li>Located at Dubai Marina</li>
 	<li>Developed by Mada'in</li>
</ul>","Mada'in Tower at Dubai Marina","12802"
"242731","blvd-crescent-at-downtown-dubai","BLVD Crescent at Downtown Dubai","Emaar Properties","Downtown dubai",NULL,,"Under Construction",,,,,,,,,"<ul class=""live"">
 	<li>1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>Starting From AED 2,032,888</li>
 	<li>20% Down Payment</li>
 	<li>Located at Downtown Dubai</li>
 	<li>Developed by Emaar Properties</li>
</ul>","BLVD Crescent at Downtown Dubai","12517"
"242819","one-park-central-at-jvc","One Park Central at JVC","Iman Developers","JVC",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio, 1, 2, 3 &amp; 4 Bedroom Apartments &amp; Penthouses</li>
 	<li>Starting From AED 625,000</li>
 	<li>20% Down Payment</li>
 	<li>Located at JVC</li>
 	<li>Developed by IMAN Developers</li>
</ul>","One Park Central at JVC","13549"
"242872","evershine-one-at-jumeirah-village-circle","Evershine One at Jumeirah Village Circle","Select Developer","JVC",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>Located at JVC</li>
 	<li>Developed by Evershine Dubai</li>
</ul>","Evershine One at JVC","13097"
"242880","kaya-at-town-square-dubai","Kaya at Town Square Dubai","Nshama","Town Square",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1, 2 &amp; 3 Bedroom Apartments</li>
 	<li>50/50 Payment Plan</li>
 	<li>Starting From AED 750,888</li>
 	<li>Located at Town Square Dubai</li>
 	<li>Developed by Nshama</li>
</ul>","Kaya at Town Square Dubai","13060"
"242917","ayana-gardens-at-meydan-dubai","Ayana Gardens at Meydan Dubai","Select Developer","Meydan Dubai",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio, 1 &amp; 2 Bedroom Apartment</li>
 	<li>2 Bedroom Penthouse</li>
 	<li>60/40 Payment Plan</li>
 	<li>Starting Price AED 831,000</li>
 	<li>Located at Meydan</li>
 	<li>Developed by Tuscany Real Estate</li>
</ul>","Ayana Gardens at Meydan Dubai","13602"
"242933","faradis-tower-by-tiger-properties-sharjah","Faradis Tower by Tiger Properties Sharjah","Tiger Group","Akoya Damac Hills",NULL,NULL,"New Launch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>Located at Al Mamzar Sharjah</li>
 	<li>Developed By Tiger Properties</li>
</ul>","Faradis Tower at Al Mamzar Sharjah","2068"
"243165","district-one-west-phase-2-at-mbr-city","District One West Phase 2 at MBR City","Nakheel","Mohammad Bin Rashid City",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>4 to 7 Bedroom Villas &amp; Mansion</li>
 	<li>80/20 Payment Plan</li>
 	<li>Starting From AED 12M</li>
 	<li>Located at MBR City</li>
 	<li>Developed By Nakheel</li>
</ul>","District One West Villas Phase 2 at MBR City","12126"
"243336","arada-central-business-district-5-at-sharjah","Arada Central Business District 5 at Sharjah","ARADA Developer","Akoya Damac Hills",NULL,NULL,"New Launch",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"<ul class=""live"">
 	<li>10% Down Payment</li>
 	<li>Located at Aljada Sharjah</li>
 	<li>Developed By Arada</li>
 	<li>Completed at Q1 - 2026</li>
</ul>","Central Business District 5 at Aljada Sharjah","1534"
"243431","w1nner-tower-at-jvt-dubai","W1NNER Tower at JVT Dubai","Select Developer","JVT",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1, 1.5 &amp; 2 Bedroom Apartment</li>
 	<li>2 Years P.H.O Payment Plan</li>
 	<li>Starting Price AED 1.003 M</li>
 	<li>Located at JVT</li>
 	<li>Developed by Object 1</li>
</ul>","W1NNER Tower at JVT Dubai","13837"
"243472","creek-waters-2-at-dubai-creek-harbour","Creek Waters 2 at Dubai Creek Harbour","Emaar Properties","Dubai Creek Harbour",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li> 1 to 4 Bedroom Apartments</li>
 	<li>3 Bedroom Townhouse</li>
 	<li>5 Bedroom Pentohouse</li>
 	<li>Located at Creek Harbour Dubai</li>
 	<li>Developed by Emaar Properties</li>
 	<li>Starting From AED 1,780,000</li>
</ul>","Creek Waters 2 at Dubai Creek Harbour","12561"
"243618","vezul-residence-at-business-bay","Vezul Residence at Business Bay","Select Developer","Business Bay",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li> 1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>Starting From AED 1,010,000</li>
 	<li>Located at Business Bay Dubai</li>
 	<li>Developed by Markaz Developers</li>
</ul>","Vezul Residence at Business Bay","12775"
"243721","the-cove-2-at-dubai-creek-harbour","The Cove 2 at Dubai Creek Harbour","Emaar Properties","Dubai Creek Harbour",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio,  1 &amp; 4 Bedroom Apartment</li>
 	<li>2 to 4 Bedroom Penthouse</li>
 	<li>Located at Dubai Creek Harbour</li>
 	<li>Developed by Emaar Properties</li>
 	<li>Starting From AED 1.3 Million</li>
</ul>","The Cove 2 at Dubai Creek Harbour","12824"
"243723","ocean-point-at-rashid-yachts-marina","Ocean Point by Emaar at Rashid Yachts & Marina","Emaar Properties","Rashid Yachts & Marina",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>3 Bedroom Townhouse</li>
 	<li>90/10 Payment Plan</li>
 	<li>Located at Rashid Yachts &amp; Marina</li>
 	<li>Developed by Emaar Properties</li>
 	<li>Starting From AED 1.67M</li>
</ul>","Ocean Point by Emaar at Rashid Yachts & Marina","13261"
"243735","avelon-boulevard-at-arjan-dubai","Avelon Boulevard at Arjan Dubai","Select Developer","Arjan Dubai",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio,  1 &amp; 2 Bedroom Apartment</li>
 	<li>Starting From AED 600,000</li>
 	<li>20% Down Payment</li>
 	<li>Located at Arjan Dubailand</li>
 	<li>Developed by Avelon Developments</li>
</ul>","Avelon Boulevard at Arjan Dubailand","14260"
"243763","cove-living-residence-at-dubailand","Cove Living Residence at Dubailand","Imtiaz Developments","Dubailand",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio, 1 &amp; 2 Bedroom Apartment</li>
 	<li>Starting From AED 585,000</li>
 	<li>20% Down Payment</li>
 	<li>Located at Dubailand</li>
 	<li>Developed by Imtiaz Developments</li>
</ul>","Cove Living Residence at Dubailand","13953"
"243782","joya-verde-residences-at-jumeirah-village-circle","Joya Verde Residences at Jumeirah Village Circle","Green Yard Properties","JVC",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>Studio,  1 &amp; 2 Bedroom Apartment</li>
 	<li>Located at JVC</li>
 	<li>Developed by Green Yard Properties</li>
</ul>","Joya Verde Residences at JVC","12927"
"243784","binghatti-hills-at-dubai-science-park","Binghatti Hills at Dubai Science Park","Binghatti Developers","Dubai Science Park",,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio, 1 &amp; 2 Bedroom Apartment</li>
 	<li>Starting Price AED 777,777</li>
 	<li>70/30 Payment Plan</li>
 	<li>Located at Dubai Science</li>
 	<li>Developed by Binghatti Developers</li>
</ul>","Binghatti Hills at Dubai Science Park","15511"
"243853","nakheel-bay-villas-at-dubai-islands","Nakheel Bay Villas at Dubai Islands","Nakheel","Dubai Islands",,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>3, 4 &amp; 5 Bedroom Villa</li>
 	<li>15% Down Payment</li>
 	<li>Starting Price AED 4,000,000</li>
 	<li>Located at Dubai Island</li>
 	<li>Developed by Nakheel</li>
</ul>","Nakheel Bay Villas at Dubai Island","13596"
"243943","mira-villas-by-mira-developments","Mira Villas by Mira Developments","Select Developer","Meydan Dubai",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>5 Bedroom Villa</li>
 	<li>50/50 Payment Plan</li>
 	<li>Starting From AED 20M</li>
 	<li>Located at Meydan</li>
 	<li>Developed by Mira Developments</li>
</ul>","Mira Villas at Meydan Dubai","13019"
"243989","ms-zeest-at-dubai-international-city-2","MS Zeest at Dubai International City","Select Developer","International City Dubai",NULL,,"Under Construction",,,,,,,,,"<ul class=""live"">
 	<li>Studio,  1 &amp; 2 Bedroom Apartment</li>
 	<li>Located at International City Dubai</li>
 	<li>Developed by MS Homes Developers</li>
 	<li>Starting From AED 354,000</li>
</ul>","MS Zeest at International City Dubai","12508"
"244005","azizi-717-tower-at-dubai-trade-centre-1","Azizi 717 Tower at Dubai Trade Centre 1","Azizi Developments","World Trade Center Dubai",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1, 2, 3 &amp; 4 Bedroom Apartment</li>
 	<li>Located at World Trade Centre 1</li>
 	<li>Developed by Azizi developments</li>
</ul>","Azizi 717 Tower at World Trade Centre 1","13023"
"244054","oria-by-emaar-at-dubai-creek-harbour","ORIA by Emaar at Dubai Creek Harbour","Emaar Properties","Dubai Creek Harbour",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1, 2 &amp; 3 Bedroom Apartments</li>
 	<li>10% Down Payment</li>
 	<li>Starting Price AED 1.7 M</li>
 	<li>Located at Dubai Creek Harbour</li>
 	<li>Developed by Emaar Properties</li>
</ul>","ORIA at Dubai Creek Harbour","13235"
"244144","wadi-villas-at-meydan-dubai","WADI Villas at Meydan Dubai","Select Developer","Meydan Dubai",,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>4, 5 &amp; 6 Bedroom Villas</li>
 	<li>Starting From AED 14 M</li>
 	<li>60/40 Payment Plan</li>
 	<li>Located at District 11 Meydan</li>
 	<li>Developed by Arista Properties</li>
</ul>","WADI Villas at Meydan","13584"
"244198","the-opus-by-omniyat-at-business-bay","The Opus by Omniyat at Business Bay","OMNIYAT","Business Bay",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>1, 2 &amp; 3 Bedroom Apartment &amp; Penthouses</li>
 	<li>5% Down Payment</li>
 	<li>Starting From AED 3,204,965</li>
 	<li>Located at Business Bay</li>
 	<li>Developed by OMNIYAT</li>
</ul>","The Opus at Business Bay","13498"
"244250","mushrif-village-at-mirdif-dubai","Mushrif Village at Mirdif, Dubai","Select Group","Mirdif",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>3 &amp; 4 Bedroom Villas</li>
 	<li>2 &amp; 3 Bedroom Townhouses</li>
 	<li>Starting From AED 2,771,000</li>
 	<li>Located at Mirdif Dubai</li>
 	<li>Developed by Select Group</li>
</ul>","Mushrif Village at Mirdif Dubai","12493"
"244361","city-walk-northline-by-meraas","City Walk Northline by Meraas","Meraas","City Walk Dubai",,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>Starting From AED 1.8 M</li>
 	<li>75/25 Payment Plan</li>
 	<li>Located at City Walk Dubai</li>
 	<li>Developed by Meraas</li>
</ul>","City Walk Northline by Meraas","13301"
"244398","anantara-residences-by-seven-tides","Anantara Residences by Seven Tides","Seven Tides","Palm jumeirah",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>Studio,  1 &amp; 2 Bedroom Apartment</li>
 	<li>3, 4 &amp; 5 Bedroom Penthouse</li>
 	<li>Starting From AED 19,712,221</li>
 	<li>Located at Palm Jumeirah</li>
 	<li>Developed by Seven Tide</li>
</ul>","Anantara Residences at Palm Jumeirah","12694"
"244456","wavez-residence-by-danube","Wavez Residence by Danube","Danube Properties","Dubailand",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio &amp; 1 Bedroom Apartment</li>
 	<li>10% Down Payment</li>
 	<li>Starting Price AED 596,550</li>
 	<li>Located at Dubailand</li>
 	<li>Developed by Danube Properties</li>
</ul>","Wavez Residence at Dubailand","12961"
"244529","samana-park-views-at-arjan-dubai","Samana Park Views at Arjan Dubai","Samana Developers","Arjan Dubai",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>Studio,  1 &amp; 2 Bedroom Apartment</li>
 	<li>Starting From AED 459,000</li>
 	<li>15% Down Payment</li>
 	<li>Located at Dubailand</li>
 	<li>Developed by Samana Developers</li>
</ul>","Samana Park Views at Dubailand","13346"
"244726","damac-lagoons-townhouses-at-hessa-street","DAMAC Lagoons Townhouses at Hessa Street","Damac Properties","Al Barsha Dubai",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>3, 4 &amp; 5 Bedroom Townhouses</li>
 	<li>5% Down Payment</li>
 	<li>Starting Price AED 1,490,000</li>
 	<li>Located at Al Barsha</li>
 	<li>Developed by Damac Properties</li>
</ul>","Damac Lagoons Townhouses at Al Barsha Dubai","12452"
"244827","lagoons-villas-at-hessa-street-by-damac","Lagoons Villas at Hessa Street by Damac","Damac Properties","Al Barsha Dubai",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>3, 4 &amp; 5 Bedroom Villas</li>
 	<li>5% Down Payment</li>
 	<li>Starting Price AED 1.49 M</li>
 	<li>Located at Al Barsha Dubai</li>
 	<li>Developed by Damac Properties</li>
</ul>","Damac Lagoons Villas at Al Barsha Dubai","12789"
"244854","99-park-place-at-jvc-dubai","99 Park Place at JVC Dubai","Select Developer","JVC",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Located at JVC</li>
 	<li>Developed by Tabeer Real Estate</li>
</ul>","99 Park Place at JVC Dubai","14526"
"244868","empire-estates-at-arjan-dubai","Empire Estates at Arjan Dubai","Select Developer","Arjan Dubai",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio,  1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>20% Down Payment</li>
 	<li>20/80 Payment Plan</li>
 	<li>Located at Arjan Dubai</li>
 	<li>Developed by Empire Developments</li>
</ul>","Empire Estates at Arjan Dubai","14396"
"244961","the-orchard-place-at-jvc-dubai","The Orchard Place at JVC Dubai","Select Developer","JVC",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio, 1 &amp; 2 Bedroom Apartment</li>
 	<li>3 Bedroom Penthouse</li>
 	<li>Starting From AED 699,378.75</li>
 	<li>Located at JVC</li>
 	<li>Developed by Peak Summit Real Estate</li>
</ul>","The Orchard Place at JVC Dubai","13640"
"244963","cavalli-tower-phase-2-at-al-sufouh-dubai","Cavalli Tower Phase 2 at Al Sufouh, Dubai","Damac Properties","Al Sufouh Dubai",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>2 to 5 Bedroom Apartment</li>
 	<li>Located at Al Sufouh Dubai</li>
 	<li>Developed by Damac Properties</li>
</ul>","Cavalli Tower Phase 2 at Al Sufouh Dubai","12586"
"245098","ellington-claydon-house-at-meydan-horizon","Ellington Claydon House at Meydan Horizon","Ellington","Meydan Dubai",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio to 4 Bedroom Apartment</li>
 	<li>Located at Meydan Horizon</li>
 	<li>Developed by Ellington Properties</li>
</ul>","Claydon House at Meydan Horizon","13936"
"245126","the-wings-by-al-mizan-at-arjan","The Wings by Al Mizan at Arjan","Select Developer","Dubailand",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>Studio,  1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>Located at Dubailand</li>
 	<li>Developed by Al Mizan</li>
</ul>","The Wings at Arjan Dubailand","13054"
"245178","the-nest-revolution-at-al-barari-dubai","The Nest Revolution at Al Barari Dubai","Al Barari","Al Barari Dubai",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>6 Bedroom Villa</li>
 	<li>Starting Price AED 9,850,000</li>
 	<li>20% Down Payment</li>
 	<li>Located at Al Barari</li>
 	<li>Developed by Al Barari Developers</li>
</ul>","The Nest Revolution Villas at Al Barari","12647"
"245335","rouge-by-baccarat-at-downtown-dubai","Rouge by Baccarat at Downtown Dubai","Select Developer","Downtown dubai",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>3 &amp; 4 Bedroom Apartment</li>
 	<li>Starting From AED 20M</li>
 	<li>5% Down Payment</li>
 	<li>Located at Downtown Dubai</li>
 	<li>Developed by H&amp;H</li>
</ul>","Rouge by Baccarat at Downtown Dubai","12851"
"245408","orion-building-by-orion-development-at-al-barsha-3","Orion Building by Orion Development at Al Barsha 3","Orion","Al Barsha Dubai",NULL,,"Under Construction",,,,,,,,,"<ul class=""live"">
 	<li>Studio,  1 &amp; 2 Bedroom Apartment</li>
 	<li>Located at Al Barsha</li>
 	<li>Developed by Orion Development</li>
</ul>","Orion Building at Al Barsha Dubai","12740"
"245469","pantheon-elysee-3-at-jumeirah-village-circle","Pantheon Elysee 3 at Jumeirah Village Circle","Pantheon Development","JVC",NULL,,"Under Construction",,,,,,,,,"<ul class=""live"">
 	<li>Studio,  1 &amp; 2 Bedroom Apartment</li>
 	<li>Starting From AED 484,900</li>
 	<li>35% Down Payment</li>
 	<li>Located at JVC</li>
 	<li>Developed by Pantheon Development</li>
</ul>","Elysee 3 at JVC","12958"
"245598","mudon-views-by-dubai-properties","Mudon Views by Dubai Properties","Dubai Properties","Mudon",NULL,,"Ready to Move",,,,,,,,,"<ul class=""live"">
 	<li>1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>Starting From AED 1,150,000</li>
 	<li>20% Down Payment</li>
 	<li>Located at Mudon Community</li>
 	<li>Developed by Dubai Properties</li>
</ul>","Mudon Views Apartments by Dubai Properties","12553"
"245600","rosemont-residences-at-jvt-dubai","Rosemont Residences at JVT Dubai","Ellington","JVT",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>1 &amp; 2 Bedroom Apartment</li>
 	<li>20% Down Payment</li>
 	<li>70/30 Payment Plan</li>
 	<li>Located at JVT</li>
 	<li>Developed by Ellington Properties</li>
</ul>","Rosemont Residences at JVT Dubai","13219"
"245697","south-living-by-dubai-south","South Living by Dubai South","Dubai South","Dubai South",NULL,,"New Launch",,,,,,,,,"<ul class=""live"">
 	<li>Studio,  1, 2 &amp; 3 Bedroom Apartment</li>
 	<li>5% Down Payment</li>
 	<li>Located at Dubai South</li>
 	<li>Developed by Dubai South</li>
 	<li>Starting From AED 650,000</li>
</ul>","South Living Apartments at Dubai South","13177"
